Price,Date,Close,High,Low,Open,Volume
Ticker,,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
73,2008-01-21,35.5726318359375,42.49400194198706,30.985209931297906,42.49400194198706,33202389
74,2008-01-22,31.9992618560791,33.80203760240221,25.415912582058745,32.0636462363362,58755707
75,2008-01-23,35.5726318359375,36.940809647598456,32.51435202163653,32.51435202163653,28425991
76,2008-01-24,35.653106689453125,38.18021202286468,33.96300498044468,37.488076005783945,29911930
77,2008-01-25,37.48807907104492,37.66513561324904,35.97503376604724,37.343211451877266,12550722
78,2008-01-28,37.89047622680664,38.180207037242404,33.963000545510845,36.972991688447586,13601109
79,2008-01-29,37.26272201538086,38.53432391282838,36.699354859919914,37.987051215259214,7679877
80,2008-01-30,35.202415466308594,37.5041722693116,34.7356237014921,37.343210194047394,9016102
81,2008-01-31,32.9006462097168,35.66919391329507,32.5143377863119,35.57261626164705,41538563
82,2008-02-01,34.04348373413086,34.284926819247026,33.15819242203822,33.46401989321452,9089201
83,2008-02-04,35.7979736328125,36.21647546277478,34.68733575639602,34.68733575639602,12009385
84,2008-02-05,36.90861129760742,37.39149751790569,35.089740741092406,35.8623578202945,14593303
85,2008-02-06,36.5866813659668,37.021279768795374,34.542464666497665,35.894545432915734,12429218
86,2008-02-07,34.86439895629883,37.32712032041163,34.63905245987241,36.08771131528413,11300078
87,2008-02-08,33.963008880615234,35.379474364217735,33.33525499863039,35.08974348267705,13514197
88,2008-02-11,31.564674377441406,34.44589767576748,31.226653535288204,34.44589767576748,15133331
89,2008-02-12,31.00130844116211,32.72360383971295,30.743768636258952,32.514353976272545,10237627
90,2008-02-13,30.550607681274414,31.95097633158121,29.922856066779108,31.548571170598613,10395753
91,2008-02-14,33.22258758544922,33.56060845090278,31.226655687795184,31.226655687795184,12514003
92,2008-02-15,34.17226028442383,34.445896716448054,32.208521871891165,33.09381338549082,12080990
93,2008-02-18,33.97909927368164,34.9448738572715,33.68936842683611,34.9448738572715,6977153
94,2008-02-19,33.608890533447266,34.671240709779326,33.35135076597465,34.590759668893384,7226542
95,2008-02-20,32.771888732910156,33.303064943432716,32.40167679666953,33.28696829768572,5604999
96,2008-02-21,32.99723434448242,33.56060161102417,32.59482915409546,33.30306185253894,3874365
97,2008-02-22,32.57872772216797,32.7879775171433,31.564665481503713,31.902686228391797,2691220
98,2008-02-25,32.85236740112305,33.25477259973796,32.0636536484754,32.9650417300104,6270186
99,2008-02-26,32.98113250732422,33.447922018039144,32.82017045651303,33.15819119985402,7139423
100,2008-02-27,34.91267013549805,36.63496242485477,33.46401196788863,33.46401196788863,43223132
101,2008-02-28,35.89455032348633,36.16818671561459,34.76781583409105,35.250702043831886,35763847
102,2008-02-29,35.37947463989258,36.37744045419862,34.800012872296065,35.669207706878865,16477462
103,2008-03-03,33.898624420166016,35.02536127589808,33.51231582621716,33.83424001837256,10049153
104,2008-03-04,33.0294303894043,34.25274278776655,32.19242877813723,34.12397398086029,11485198
105,2008-03-05,33.641090393066406,33.80205250627365,32.224622486929675,33.19039516617311,8581053
106,2008-03-07,31.918785095214844,33.158193859136375,30.582798656423577,33.158193859136375,14251925
107,2008-03-10,31.805543899536133,32.03203253306133,29.977454407346524,31.967321808376038,11713659
108,2008-03-11,34.42634201049805,34.74989778221973,30.802517806065786,31.546694325623253,19665129
109,2008-03-12,33.55275344848633,35.59115595286291,33.229197565069526,35.364667273321906,12262350
110,2008-03-13,28.942066192626953,33.00269323726099,28.14935509297149,32.679137507258545,47000084
111,2008-03-14,30.931949615478516,31.061371089890056,29.152392273924264,29.750969335894812,35798540
112,2008-03-17,29.718605041503906,30.349538356415255,29.087671726592554,30.349538356415255,19211273
113,2008-03-18,29.97745132446289,30.559852175243062,29.18473789726741,29.670071573875372,12632937
114,2008-03-19,30.155406951904297,33.58509689399701,29.961272606732628,31.38491715714801,16449023
115,2008-03-24,30.446598052978516,31.287843729197597,29.783308446065686,31.287843729197597,11636914
116,2008-03-25,31.595232009887695,31.78936417481396,30.673097095164987,31.239319749476387,13232423
117,2008-03-26,31.401098251342773,32.16145527937763,31.06136421340692,31.384920022059497,11448313
118,2008-03-27,31.96731948852539,32.27469924841749,30.931941385937474,30.931941385937474,17425122
119,2008-03-28,32.032020568847656,32.274689535722054,31.190777073643254,32.11290949305496,11599511
120,2008-03-31,31.805543899536133,32.177634406419905,31.38492089770171,32.03203253306133,9914705
121,2008-04-01,31.870258331298828,32.32323784529213,31.465813512154945,32.03203625895638,6034588
122,2008-04-02,32.387943267822266,33.326256410961086,32.03203100762251,32.03203100762251,6087024
123,2008-04-03,32.12909698486328,32.614430670108796,31.87025191388171,32.468831003385766,3883474
124,2008-04-04,31.96731948852539,32.33940996840677,31.352564357247516,32.33940996840677,5906537
125,2008-04-07,31.8378963470459,32.16145212395377,31.465805887050017,32.01585246319584,4088729
126,2008-04-08,31.02900505065918,31.854072671323518,30.802516459207947,31.789359764406385,5753811
127,2008-04-09,31.10988998413086,31.384911026103445,30.753977818927954,31.12606820877693,3776374
128,2008-04-10,31.72465705871582,31.951145707330436,30.948123922250446,31.061367149431018,7075297
129,2008-04-11,31.870258331298828,32.193814186613935,31.54670247598372,32.03203625895638,4012660
130,2008-04-15,32.355587005615234,32.51736489675825,31.12607459407771,31.676118985113344,6362785
131,2008-04-16,31.918785095214844,32.90563064757287,31.78936146869484,32.67914204397915,4725794
132,2008-04-17,33.14829635620117,33.90865108496315,32.048205442174186,32.404117660234995,14831167
133,2008-04-21,33.682167053222656,34.26456794612682,33.32625698118635,33.649812788993856,7639361
134,2008-04-22,34.232208251953125,34.620476940024865,33.3262538311272,33.64980960835161,8814769
135,2008-04-23,34.264564514160156,34.66900923341003,33.81158730630151,34.29692096940136,5265604
136,2008-04-24,33.05122756958008,34.68518453642734,32.760028273974875,34.62047382565428,8801780
137,2008-04-25,33.326263427734375,33.79541900095688,32.8732838926287,33.649819298129714,4095990
138,2008-04-28,33.45567321777344,34.102784732637325,33.32625179250183,33.35860605169327,4708244
139,2008-04-29,33.924827575683594,34.24838332308678,33.488028633241,33.649806506942596,6497143
140,2008-04-30,34.15133285522461,34.588134205454615,33.9733788625606,34.264578299877996,6331377
141,2008-05-02,34.458702087402344,35.42936950459641,34.39398917085348,34.66901248342643,5658418
142,2008-05-05,34.29692077636719,35.10581021031424,34.07042997945959,34.911675868465736,7642293
143,2008-05-06,34.0057258605957,34.68519399462706,33.8115936753392,34.02190409126377,5061166
144,2008-05-07,33.520381927490234,34.19984985519873,33.0026940630839,33.97336127738016,4303106
145,2008-05-08,33.11594009399414,33.45567408697479,32.921807951043036,33.26153974977071,3642073
146,2008-05-09,32.92180252075195,33.7792242810943,32.42029072757417,32.679135736400056,8621761
147,2008-05-12,32.92180252075195,33.16446930510386,32.19379997344364,32.92180252075195,4890395
148,2008-05-13,33.01887512207031,33.26154196259305,32.743854019363084,33.06740980672673,5056766
149,2008-05-14,33.067405700683594,33.24536180048707,32.35558349572251,32.35558349572251,2982486
150,2008-05-15,33.08359146118164,33.45567977748318,32.3555908642195,32.3555908642195,2646760
151,2008-05-16,33.342430114746094,33.4394972874923,32.93798539018112,33.32625408116594,4422288
152,2008-05-20,33.27772521972656,33.407148870782336,32.93799115280365,33.00270407545826,3464912
153,2008-05-21,33.48802947998047,33.97336311335683,32.51736221322775,32.51736221322775,3419088
154,2008-05-22,33.03504943847656,33.19682731300162,32.679139431073146,32.679139431073146,3558000
155,2008-05-23,32.48501968383789,33.29390941950831,32.35559820383216,32.84093204523442,4417028
156,2008-05-26,32.242340087890625,32.43647442583414,30.737804454460797,30.737804454460797,2605807
157,2008-05-27,31.27168083190918,32.64679319573261,31.12608113811976,32.29088088268866,3316550
158,2008-05-28,32.42030715942383,32.614439368747405,30.834882048219175,31.384926599349885,4505700
159,2008-05-29,32.95416259765625,33.32625304928685,31.999673516087327,32.760030452427806,11026212
160,2008-05-30,31.90261459350586,33.16448373783559,31.77319312989676,33.03506007997293,4023430
161,2008-06-02,30.543670654296875,32.35558372932773,30.09069128841273,31.708470036028547,4431595
162,2008-06-03,29.411230087280273,30.41425174963598,29.136206779878517,30.09069594998836,6240766
163,2008-06-04,28.505273818969727,29.589184446810574,28.327317687756086,29.281806871579683,5762089
164,2008-06-05,28.45673942565918,28.667052017175745,27.502250231978135,28.472917654891727,9721099
165,2008-06-06,28.14936065673828,29.330340621221474,27.744915914296058,28.31113855371517,6317089
166,2008-06-09,27.761091232299805,28.440559206066826,26.53157890533006,27.82580194545549,6500809
167,2008-06-10,27.566957473754883,27.79344826590483,26.93602416738012,27.50224675924903,6717902
168,2008-06-11,27.69638442993164,28.149361680235707,27.502250068799476,27.82580587451759,2586175
169,2008-06-12,27.89051628112793,28.052294182155883,26.53158235134378,27.34047185648354,3244212
170,2008-06-13,27.71256446838379,28.117009251937084,27.42136290767339,27.84198592141949,4248430
171,2008-06-16,28.68321990966797,29.120018776015357,27.858152458675164,27.95521960483652,4354615
172,2008-06-17,29.540651321411133,29.76713994071888,28.18171741131145,29.08767408279563,4736084
173,2008-06-18,29.5082950592041,30.15540885247693,29.443584338152778,29.443584338152778,5055019
174,2008-06-19,28.877357482910156,29.443580049579793,28.40820208080589,28.925892162319283,4221271
175,2008-06-20,28.214073181152344,29.23327531384327,27.84198487200929,29.1200299010154,3837789
176,2008-06-23,27.227235794067383,28.084660280386476,26.952214584468177,27.98759306759983,4516050
177,2008-06-24,26.385986328125,27.631677216005166,26.110962980643865,27.227230213252053,5238203
178,2008-06-25,25.65796661376953,26.191832486725396,25.075566083293754,25.884455099440146,3933879
179,2008-06-26,27.113983154296875,28.278784915979923,25.803581720966747,25.803581720966747,18253250
180,2008-06-27,25.916824340820312,26.790426739187314,25.771224672510197,26.2080258716937,6821283
181,2008-06-30,25.39912986755371,26.14330844086322,24.671129518626437,25.90064165788746,4596315
182,2008-07-01,23.603397369384766,25.399132164662976,22.69744085882296,25.399132164662976,6202295
183,2008-07-02,24.63878059387207,24.897625680274277,22.859223641955136,23.61958067183913,5245963
184,2008-07-03,23.991670608520508,24.638782271459462,23.296026448562504,24.428471858705667,4726793
185,2008-07-04,24.315227508544922,24.784383045942448,23.457805395171977,23.619583318016193,4862814
186,2008-07-07,24.84909439086914,25.852118415014385,24.63878396367106,24.63878396367106,5528014
187,2008-07-08,25.57708740234375,26.20802063512424,22.972461150455956,22.972461150455956,8354280
188,2008-07-09,27.356645584106445,27.469888779640765,25.91682074646746,25.91682074646746,6860769
189,2008-07-10,28.55381202697754,28.893546128337366,26.596298580336324,27.356655750320048,7216175
190,2008-07-11,27.19487953186035,29.18474737442089,26.984566887150287,28.828837212552315,6040791
191,2008-07-14,27.21104621887207,28.18171574794075,26.531580401052963,26.531580401052963,5942149
192,2008-07-15,26.078601837158203,26.822780590068216,25.884469680477192,26.531581257920138,3693378
193,2008-07-16,25.36677360534668,26.53157504989777,24.92997251507687,26.07859573512674,6973872
194,2008-07-17,26.661001205444336,26.855135545526995,25.884468233619717,25.884468233619717,5038238
195,2008-07-18,28.14936065673828,28.375849273655295,26.353625561444176,27.146336817780302,5983177
196,2008-07-21,29.734785079956055,29.912741203783337,28.165538616551565,28.634694074457574,8754188
197,2008-07-22,30.948129653930664,31.22315085166401,29.475949873903666,29.73479503208213,12631056
198,2008-07-23,33.13212585449219,33.77923753330429,31.74083530619547,32.32323625597706,12798869
199,2008-07-24,31.96731948852539,33.7468763566229,29.97745223189944,29.97745223189944,10764301
200,2008-07-25,32.032020568847656,33.067400554103074,30.81868670573818,31.627575947811167,10710381
201,2008-07-28,31.773189544677734,32.662968040786865,31.417277268532757,32.03203244268865,5533881
202,2008-07-29,30.495141983032227,31.546698376145063,30.25247512308311,31.06136465624683,5145929
203,2008-07-30,31.773189544677734,32.03203244268865,30.770165634998843,30.770165634998843,7354746
204,2008-07-31,30.65690803527832,32.323221145819055,30.252463425086752,32.323221145819055,6006517
205,2008-08-01,31.546709060668945,31.676132746361496,29.120039639291495,30.171596388555056,4699412
206,2008-08-04,31.740835189819336,32.32323613746558,30.91576736350828,30.91576736350828,4301346
207,2008-08-05,33.16448211669922,33.40714899479448,31.54670073514404,31.870256572604386,9161115
208,2008-08-06,32.32322311401367,34.34544628810679,32.09673455736576,34.34544628810679,8616591
209,2008-08-07,32.242340087890625,32.970340563799354,31.23931633227074,31.23931633227074,4809365
210,2008-08-08,31.69230079650879,32.48501211389037,31.579055382202853,31.870254741484796,4883824
211,2008-08-11,31.983505249023438,32.452660822245676,31.740838346227072,32.09675068136321,2714705
212,2008-08-12,31.43345069885254,32.35558551354492,31.19078387332854,32.19380543560928,5801276
213,2008-08-13,31.5628719329834,31.870249471229734,30.81869323379288,31.06136005781677,2754609
214,2008-08-14,30.802522659301758,31.70847720746199,30.73780973935887,31.384921384760947,2566362
215,2008-08-18,30.446598052978516,31.38490868131694,30.15539880811555,30.737797297841485,2963058
216,2008-08-19,29.880386352539062,30.5760304625797,29.26562900030819,30.398076523443667,2941144
217,2008-08-20,30.220111846923828,30.46277863451174,30.00979931446273,30.090688243658697,3319410
218,2008-08-21,29.896554946899414,30.398066726916213,29.540642794822322,30.090687052734836,4138486
219,2008-08-22,29.58918571472168,30.93194367664132,28.82883085859561,30.93194367664132,4139879
220,2008-08-25,29.91273307800293,30.317177706719036,29.70242055451903,30.317177706719036,2034227
221,2008-08-26,29.961275100708008,30.058342281373708,29.411230669273344,29.605362836351507,1489491
222,2008-08-27,29.362695693969727,30.333363102604768,29.20091779253055,30.12305270843513,4297168
223,2008-08-28,28.92589569091797,29.767139433182383,28.553805213735796,29.44358364132996,7382078
224,2008-08-29,30.123043060302734,30.236288432739997,29.314153812186618,29.44357521418419,2219080
225,2008-09-01,30.106754302978516,30.237156220083243,29.50364046189703,30.05785192590687,3417069
226,2008-09-02,31.687891006469727,31.818292931193724,30.057853682160054,30.31865974248467,5030404
227,2008-09-04,31.019563674926758,31.59007573485955,30.758757719639483,31.32926977957227,2813325
228,2008-09-05,30.334959030151367,30.677266829157553,29.992651231145178,30.64466524415639,3330688
229,2008-09-08,31.93239974975586,33.2201271873791,31.622691275786348,31.948698333963215,8377948
230,2008-09-09,32.04648971557617,32.307295713322276,31.312974090533054,31.93238861153956,3737279
231,2008-09-10,31.769390106201172,32.30730076431377,31.459681691839407,31.883491228076593,3847698
232,2008-09-11,30.921768188476562,31.62268227981104,30.677262964400413,31.62268227981104,2567354
233,2008-09-12,31.231481552124023,32.07910074170466,30.726170197215442,31.133678997806758,6093354
234,2008-09-15,29.259130477905273,30.56315828159449,28.378912152590274,30.090448644932376,6770268
235,2008-09-16,29.829647064208984,30.090453105786068,27.71060156906945,28.118110318134747,4654621
236,2008-09-17,29.063528060913086,30.253452564912813,28.688618735318144,30.253452564912813,4674190
237,2008-09-18,28.998321533203125,29.568833639440488,26.911878143313984,28.68861540342088,6603710
238,2008-09-19,30.758760452270508,30.921763912446938,29.340629464385195,29.68293717293088,9821730
239,2008-09-22,30.090450286865234,32.92671268335532,29.84594506033169,31.622682597633514,4162514
240,2008-09-23,29.731843948364258,30.400158726106604,29.177632502508317,29.731843948364258,6569683
241,2008-09-24,30.416454315185547,30.7424612523815,29.438433503597697,29.82964138605763,5730103
242,2008-09-25,29.471040725708008,30.628366016569828,28.77012434997761,30.497961890191945,10926783
243,2008-09-26,28.998321533203125,29.6340367917112,28.49301257923647,29.6340367917112,4967945
244,2008-09-29,27.922500610351562,29.829639762629395,27.38458786672762,29.829639762629395,7859964
245,2008-09-30,27.971399307250977,29.0146209529993,26.406565733190593,26.406565733190593,6616439
246,2008-10-01,28.900524139404297,29.177628720980284,27.759497601050718,28.330011975665574,3743739
247,2008-10-03,29.30803680419922,29.666643172106603,28.525618689819016,29.047230766072484,4681406
248,2008-10-06,28.704910278320312,29.340623194996578,28.11809750489782,28.982016985759547,5560277
249,2008-10-07,29.650339126586914,30.286054465661266,28.68861903922291,28.68861903922291,9928258
250,2008-10-08,29.42212677001953,29.66663192351587,27.417183184824196,28.656011948923023,9985473
251,2008-10-10,29.24283218383789,29.91114693243944,27.074886659537306,29.308035348287852,9025179
252,2008-10-13,29.829647064208984,30.05785152151026,29.193933857842417,29.38953894174434,6805621
253,2008-10-14,29.112422943115234,30.938062448546745,28.884218557655238,29.992641121818522,5099383
254,2008-10-15,28.8679141998291,29.487326342441662,28.558208128522818,28.94941591390315,5495022
255,2008-10-16,27.759502410888672,28.460418802882707,27.221591733368392,28.460418802882707,6651066
256,2008-10-17,25.67305564880371,28.52561665060092,25.298146304898886,28.330013794146303,5586092
257,2008-10-20,25.96646499633789,26.99338844001872,25.15144744304038,25.770862110072454,7922965
258,2008-10-21,26.178359985351562,27.54758846253268,25.428543706386094,26.22726013383544,8047276
259,2008-10-22,24.743934631347656,26.11316345542921,24.49942940523037,25.91756060106113,5408099
260,2008-10-23,23.537704467773438,24.352721721143286,23.17909599194039,24.12451733237489,6641370
261,2008-10-24,20.489540100097656,23.14649559714846,20.21243333547846,22.820488679185125,9905588
262,2008-10-27,18.90840721130371,20.21243498989347,16.95236554341907,20.11463246432402,12878172
263,2008-10-29,21.402359008789062,22.755286776854955,19.56041867355234,21.516460098732413,13094201
264,2008-10-31,22.77159309387207,23.472509434624122,21.64686944345174,22.527087856351287,8097887
265,2008-11-03,23.472505569458008,24.09191785149618,22.65748603438653,24.059316274177966,4951148
266,2008-11-04,24.499431610107422,24.695036692955636,23.03240012137517,23.14650124397292,4515828
267,2008-11-05,23.6029052734375,25.689350756883233,23.146494287585725,25.689350756883233,6145587
268,2008-11-06,22.820493698120117,24.369029109892868,22.34778400528493,23.14650068778251,4896229
269,2008-11-07,24.59722900390625,25.330744594764706,22.49448254141123,22.65748600604644,8250147
270,2008-11-10,25.15144157409668,25.721953728279217,24.597230209351714,25.3633452041569,3775177
271,2008-11-11,24.8580322265625,25.901253842100047,24.287520163750873,25.265540842856524,8900004
272,2008-11-12,23.81481170654297,25.39594624163515,23.52140634642584,25.39594624163515,5705390
273,2008-11-14,23.733306884765625,24.776530720316295,23.439901562814345,23.60290501075967,4038880
274,2008-11-17,24.711328506469727,25.526347987877987,22.49448108844639,25.526347987877987,5361538
275,2008-11-18,23.374706268310547,24.64613258484765,22.91829517736358,24.64613258484765,6392448
276,2008-11-19,22.804195404052734,24.20602591940135,22.51078778314176,23.47251018343856,5606729
277,2008-11-20,22.559688568115234,22.983495861422313,21.597966235626618,22.820492376034586,5080395
278,2008-11-21,23.994115829467773,24.74393222549815,21.842469164489497,22.41298130329234,8350092
279,2008-11-24,24.59722900390625,24.988436876855562,23.374703019142164,24.71133010262531,5420119
280,2008-11-25,23.994115829467773,25.15144089607161,23.798512994118134,24.85803553760913,5453771
281,2008-11-26,24.532026290893555,24.906933348164564,23.554005573620486,24.254919536649187,5246053
282,2008-11-27,24.532026290893555,24.532026290893555,24.532026290893555,24.532026290893555,0
283,2008-11-28,24.14082145690918,24.613533341205404,23.17910131908046,23.798515900524063,8464961
284,2008-12-01,23.945219039916992,25.55895316009493,23.84741650305365,24.613533795794094,5733003
285,2008-12-02,23.733306884765625,23.99411284365329,22.983490582041988,23.765908458704992,5879324
286,2008-12-03,24.450525283813477,24.760231411219983,23.227999351254184,23.96151491078976,6430656
287,2008-12-04,25.6241512298584,25.754555334621998,21.679466303810187,21.679466303810187,4648185
288,2008-12-05,25.314451217651367,26.536977560344805,24.466832069033263,24.466832069033263,5338962
289,2008-12-08,25.37965202331543,26.210970373376295,24.287529823795687,25.999066692971805,11709287
290,2008-12-10,24.972139358520508,26.569574847668278,24.613533015886233,26.569574847668278,11172070
291,2008-12-11,24.695030212402344,25.412244976504457,24.303820149368583,25.412244976504457,9867592
292,2008-12-12,23.928916931152344,24.206023735195515,23.407304903850918,24.09192041332451,9847702
293,2008-12-15,24.320125579833984,24.858038413754613,24.12452272185254,24.74393508844155,5741641
294,2008-12-16,25.249242782592773,25.558948922244987,23.146496326747982,24.450526250581483,9183505
295,2008-12-17,25.216650009155273,25.917566476102266,24.54833513076461,25.917566476102266,8720755
296,2008-12-18,25.96646499633789,26.24357184880969,24.646136117820603,24.646136117820603,12640018
297,2008-12-19,27.221586227416992,27.54759316867195,25.93385925163513,26.73257581553456,10050607
298,2008-12-22,27.23788833618164,27.466092763940154,26.292466834216132,26.292466834216132,6524631
299,2008-12-23,26.683670043945312,27.498687293115854,26.488067230669856,27.058579305089232,5151765
300,2008-12-24,26.227262496948242,27.042279784284965,22.005471179843305,22.005471179843305,13318746
301,2008-12-26,26.276165008544922,27.661694521390825,25.591551752252595,27.661694521390825,5480531
302,2008-12-29,26.830379486083984,27.042283122600253,25.754556091816106,26.56957347976508,3418418
303,2008-12-30,26.78147315979004,27.22158336861441,25.787151651210557,26.76517237226398,4868199
304,2008-12-31,27.107479095458984,27.514987714628887,26.50436766561298,27.514987714628887,4396180
305,2009-01-02,27.498685836791992,27.955096798681552,26.977076151472644,27.955096798681552,3976548
306,2009-01-05,26.87928009033203,27.95510350242358,26.536972339547056,27.95510350242358,4505326
